iter	MultiClass
176	0.2593600386
177	0.2592844472
178	0.2592063161
179	0.2591628964
180	0.2590870058
181	0.2590383299
182	0.2589503452
183	0.2589241078
184	0.2588181666
185	0.2587867417
186	0.2587393921
187	0.2586873724
188	0.2586371411
189	0.2585646766
190	0.2585335232
191	0.2584742241
192	0.2583910667
193	0.2583682272
194	0.2583078354
195	0.2582677994
196	0.2582234251
197	0.2581493058
198	0.2580789164
199	0.2580409241
200	0.2579809334
201	0.2579310101
202	0.2579109173
203	0.2578352289
204	0.257793319
205	0.2577654159
206	0.2577285278
207	0.2577041576
208	0.2576777508
209	0.2576114165
210	0.2575855389
211	0.2575739456
212	0.2575305515
213	0.257496117
214	0.2574405086
215	0.2574119934
216	0.2573447249
217	0.2572960037
218	0.2572476423
219	0.2571851269
220	0.2571388177
221	0.2570551998
222	0.2570226447
223	0.2569680776
224	0.256908894
225	0.2568780303
226	0.2568136315
227	0.2567385999
228	0.2567140909
229	0.2566726924
230	0.2566144512
231	0.2565716965
232	0.2565495263
233	0.2564871795
234	0.2564481319
235	0.2564321233
236	0.2564138204
237	0.2563662175
238	0.2562870432
239	0.2562069176
240	0.2561888285
241	0.2561547654
242	0.2561214252
243	0.2560619498
244	0.2559879569
245	0.2559535126
246	0.2559108441
247	0.2558560709
248	0.255802917
249	0.2557325765
250	0.2557111128
251	0.2556726852
252	0.2556345995
253	0.2555990033
254	0.2555747455
255	0.2555428192
256	0.2555200644
257	0.2554986296
258	0.2554358745
259	0.2554094047
260	0.2553802763
261	0.2553663641
262	0.2553199819
263	0.255275453
264	0.2552433822
265	0.2552293225
266	0.2551729583
267	0.2551292818
268	0.2550855413
269	0.2550527651
270	0.2549988489
271	0.2549816021
272	0.2549248642
273	0.2548936945
274	0.2548562052
275	0.2548104109
276	0.2547776185
277	0.254749865
278	0.2546897538
279	0.2546434082
280	0.2546282366
281	0.2546027207
282	0.254583243
283	0.2545422737
284	0.2545045624
285	0.2544746989
286	0.2544391311
287	0.2543993967
288	0.2543167776
289	0.2542749413
290	0.2542331825
291	0.2542159723
292	0.2541906375
293	0.2541502049
294	0.25412776
295	0.2540940013
296	0.2540615776
297	0.25398361
298	0.2539493605
299	0.2539203888
300	0.2538501069
301	0.2538267971
302	0.2538025822
303	0.253748642
304	0.2537107131
305	0.2536986244
306	0.2536679974
307	0.25363369
308	0.2535942748
309	0.2535399353
310	0.2534850072
311	0.2534343165
312	0.253375082
313	0.2533528758
314	0.2533179618
315	0.2532921931
316	0.2532604927
317	0.2532085192
318	0.2531765241
319	0.2531554751
320	0.25309738
321	0.2530395855
322	0.2530177957
323	0.2529832941
324	0.2529229688
325	0.2528399554
326	0.2527957997
327	0.2527614815
328	0.2527157599
329	0.2526574953
330	0.2526206848
331	0.2525550225
332	0.2525245934
333	0.2524618767
334	0.2523964036
335	0.2523473263
336	0.2522794872
337	0.2522358047
338	0.2522072094
339	0.2521939165
340	0.2521552539
341	0.2521437621
342	0.2521281915
343	0.2520768417
344	0.2520289499
345	0.2519997086
346	0.2519521733
347	0.2519225204
348	0.2518629056
349	0.2518350708
350	0.2518120185
351	0.2517725404
352	0.2517212757
353	0.2516545914
354	0.251626108
355	0.2516085233
356	0.2515732823
357	0.251540386
358	0.2515305103
359	0.2515110869
360	0.2514723985
361	0.2514384224
362	0.2513974394
363	0.2513818244
364	0.2513393968
365	0.251314042
366	0.251291994
367	0.2512374144
368	0.2511979516
369	0.2511602761
370	0.2511126588
371	0.2510549635
372	0.2509898128
373	0.250934192
374	0.2508999433
375	0.250841895
376	0.2507951134
377	0.2507660781
378	0.2507220289
379	0.2506948808
380	0.2506870948
381	0.2506181792
382	0.2505595354
383	0.2505275961
384	0.2505065716
385	0.250480183
386	0.2504337685
387	0.2503934961
388	0.2503768612
389	0.2503505036
390	0.250282978
391	0.2502521282
392	0.2502101627
393	0.2501705245
394	0.2501436003
395	0.2501209531
396	0.2501018349
397	0.2500798217
398	0.2500674705
399	0.2500128065
400	0.2499532667
401	0.2499419105
402	0.2498565561
403	0.2498320723
404	0.2497852411
405	0.2497656777
406	0.2497441465
407	0.249698342
408	0.2496611853
409	0.2496326451
410	0.2496037461
411	0.2495638021
412	0.2495147438
413	0.2494959816
414	0.2494769532
415	0.2494617887
416	0.2494485219
417	0.2494163077
418	0.2493843117
419	0.2493566714
420	0.2493273515
421	0.2493093365
422	0.2492498444
423	0.2492048557
424	0.2491611319
425	0.2491253116
426	0.2490747193
427	0.2490557023
428	0.249036127
429	0.2490019304
430	0.2489676105
431	0.2489348309
432	0.2488858714
433	0.24883975
434	0.2488002151
435	0.2487607343
436	0.2487201118
437	0.2487017367
438	0.2486564794
439	0.2486226213
440	0.2485907235
441	0.248568505
442	0.2485311594
443	0.2485097558
444	0.2484880688
445	0.2484722618
446	0.2484398234
447	0.2484226106
448	0.2483889491
449	0.2483762765
450	0.2482884397
451	0.2482461953
452	0.2482187449
453	0.2481959038
454	0.2481615672
455	0.2481359231
456	0.2480916265
457	0.248066911
458	0.248026973
459	0.2479894298
460	0.2479719039
461	0.2479294493
462	0.247908451
463	0.2478596731
464	0.2478371124
465	0.2477978418
466	0.2477725759
467	0.2477506105
468	0.247717703
469	0.2477065848
470	0.2476886103
471	0.2476660583
472	0.2476231063
473	0.2475815041
474	0.2475656265
475	0.2475234493
476	0.247491591
477	0.2474232156
478	0.2474010655
479	0.2473559192
480	0.2473258499
481	0.2472690147
482	0.2472476402
483	0.2472288674
484	0.2471821229
485	0.2471517612
486	0.2471282285
487	0.2470825987
488	0.2470277949
489	0.2469976566
490	0.2469590547
491	0.24692087
492	0.2468753769
493	0.2468372967
494	0.2467931262
495	0.2467654533
496	0.2467425319
497	0.2466933198
498	0.2466477065
499	0.2466026603
500	0.24657683
501	0.2465485168
502	0.2465067865
503	0.2464763422
504	0.2464464384
505	0.2464255991
506	0.246373537
507	0.2463691907
508	0.2463157836
509	0.2462855864
510	0.2462590521
511	0.2462290252
512	0.2462165311
513	0.2461705983
514	0.2461231691
515	0.2460945971
516	0.246045065
517	0.2460255003
518	0.2460133107
519	0.2459880116
520	0.2459621528
521	0.2459277174
522	0.2458898248
523	0.2458651228
524	0.2458345987
525	0.2457875241
526	0.2457526031
527	0.2457177074
528	0.245692043
529	0.2456650954
530	0.2456401776
531	0.2456141842
532	0.2455701021
533	0.2455016224
534	0.2454901251
535	0.2454496904
536	0.2454036021
537	0.2453958285
538	0.2453395076
539	0.245293586
540	0.2452826202
541	0.2452610078
542	0.245238451
543	0.2451973496
544	0.2451729866
545	0.2451485531
546	0.2451295452
547	0.2451231879
548	0.2451088262
549	0.2450704374
550	0.2450095273
551	0.2449438409
552	0.2449305001
553	0.2449153603
554	0.2448680764
555	0.2448479337
556	0.2448285167
557	0.244791425
558	0.2447557544
559	0.2447350644
560	0.2447102373
561	0.2446808645
562	0.244646189
563	0.2446154202
564	0.244586873
565	0.2445587323
566	0.2445251396
567	0.2444752528
568	0.2444211121
569	0.2444004109
570	0.2443611885
571	0.2443252053
572	0.2442892535
573	0.2442544061
574	0.244226605
575	0.2441782469
576	0.2441524325
577	0.2441264251
578	0.2441061319
579	0.2440993219
580	0.2440741013
581	0.2440457442
582	0.2440149337
583	0.243992019
584	0.243948717
585	0.2439280014
586	0.243891439
587	0.2438678538
588	0.2438549822
589	0.2438264484
590	0.2437814715
591	0.2437344636
592	0.2437034704
593	0.2436904695
594	0.2436744746
595	0.2436619673
596	0.2436310485
597	0.2436224346
598	0.2435813349
599	0.2435538042
600	0.2435429183
601	0.2435182102
602	0.2435015278
603	0.2434520647
604	0.2434330188
605	0.2433871594
606	0.2433727527
607	0.2433466461
608	0.2433071515
609	0.2432948543
610	0.2432539343
611	0.2432140581
612	0.2431843465
613	0.2431701559
614	0.2431401683
615	0.2431200155
616	0.2430816868
617	0.2430569423
618	0.2430238839
619	0.2430005994
620	0.2429697337
621	0.2429313128
622	0.2429024498
623	0.2428597886
624	0.2428287656
625	0.2428074208
626	0.2427940876
627	0.2427748683
628	0.2427701098
629	0.2427492535
630	0.2427359689
631	0.2427076855
632	0.2426625545
633	0.2426538225
634	0.2426280102
635	0.2425963071
636	0.2425664575
637	0.2425523854
638	0.2425142524
639	0.2424870518
640	0.2424394934
641	0.2424136833
642	0.2423692421
643	0.2423419952
644	0.2423190822
645	0.2423098522
646	0.2422799043
647	0.2422480336
648	0.2422238844
649	0.2421602932
650	0.2421277657
651	0.2420903251
652	0.2420489221
653	0.2420029496
654	0.2419707892
655	0.2419521199
656	0.2419415075
657	0.2418851865
658	0.2418720803
659	0.2418498076
660	0.2418133917
661	0.2417593997
662	0.2417193364
663	0.2417061066
664	0.2416798321
665	0.2416474078
666	0.2416230757
667	0.2415998243
668	0.2415758913
669	0.2415388308
670	0.2415006447
671	0.2414883101
672	0.2414508077
673	0.2414231989
674	0.2413897245
675	0.2413209348
676	0.2412858777
677	0.2412608136
678	0.2412304077
679	0.2411984452
680	0.2411263118
681	0.241082408
682	0.2410487783
683	0.2410180876
684	0.2409945547
685	0.2409653532
686	0.2409450114
687	0.2409248683
688	0.2409041398
689	0.2408543362
690	0.2408178529
691	0.2407966719
692	0.2407718068
693	0.2407652348
694	0.2407418555
695	0.2407113521
696	0.2406794071
697	0.2406503335
698	0.2406391508
699	0.2406137235
700	0.2405933022
701	0.240572158
702	0.2405509493
703	0.2405201712
704	0.2405036122
705	0.2404631224
706	0.2404241628
707	0.2403943218
708	0.2403721404
709	0.2403603642
710	0.2403315587
711	0.2403042742
712	0.2402810068
713	0.2402582656
714	0.2402357357
715	0.2401970535
716	0.2401597703
717	0.2401299851
718	0.2400686239
719	0.2400626214
720	0.2400298416
721	0.2399889842
722	0.2399580043
723	0.239942751
724	0.2399033383
725	0.239879116
726	0.2398538214
727	0.2398166845
728	0.2398053587
729	0.2397904908
730	0.2397577596
731	0.239699108
732	0.2396801216
733	0.239620723
734	0.2395876804
735	0.2395481114
736	0.2395154606
737	0.2394901083
738	0.2394735061
739	0.2394483161
740	0.2394325851
741	0.2394218903
742	0.2394034033
743	0.2393893582
744	0.2393631934
745	0.2392991966
746	0.2392861592
747	0.2392673285
748	0.2392543192
749	0.2392232077
750	0.2392077424
751	0.2391632316
752	0.2391485557
753	0.2391250872
754	0.2391097017
755	0.2390644393
756	0.239040916
757	0.2390121136
758	0.2389759435
759	0.2389655072
760	0.2389522692
761	0.2389245904
762	0.2388910599
763	0.2388604459
764	0.2388434879
765	0.2388288984
766	0.2388118334
767	0.2387989302
768	0.2387904276
769	0.2387378877
770	0.2386901959
771	0.2386752299
772	0.2386397647
773	0.2386197336
774	0.2385737661
775	0.2385344497
776	0.2385103465
777	0.2384832786
778	0.2384660986
779	0.2384317471
780	0.2384056081
781	0.2383826953
782	0.2383489076
783	0.2383110239
784	0.2382829794
785	0.2382483641
786	0.2382258636
787	0.2382000466
788	0.2381585807
789	0.2381476027
790	0.2381225758
791	0.2380930752
792	0.2380634783
793	0.2380336995
794	0.2380239445
795	0.2380050063
796	0.237975927
797	0.2379305887
798	0.23788847
799	0.23784921
800	0.2378194804
801	0.237784578
802	0.2377537104
803	0.2377275939
804	0.2376935143
805	0.2376768395
806	0.2376342529
807	0.2376149511
808	0.2375894018
809	0.237562008
810	0.2375236099
811	0.2374837265
812	0.2374542473
813	0.2374323381
814	0.2374055493
815	0.2373314914
816	0.2372881569
817	0.2372571907
818	0.2372315646
819	0.2371944091
820	0.2371369654
821	0.2371002898
822	0.2370528568
823	0.2370338709
824	0.2370099155
825	0.2369889359
826	0.2369822045
827	0.2369402219
828	0.2369210444
829	0.2368994537
830	0.2368856045
831	0.2368159481
832	0.2367914127
833	0.2367716269
834	0.2367443539
835	0.2367022745
836	0.236670427
837	0.2366195475
838	0.2366001021
839	0.2365689655
840	0.236552858
841	0.2365117791
842	0.2364701735
843	0.236456302
844	0.2364330956
845	0.2364239361
846	0.2364005979
847	0.2363464515
848	0.2363354799
849	0.2363120055
850	0.2362726695
851	0.2362020126
852	0.2361826504
853	0.2361477152
854	0.2361392882
855	0.2361127589
856	0.2360791347
857	0.2360397757
858	0.2360193236
859	0.2359857267
860	0.2359389342
861	0.2359135136
862	0.2358972684
863	0.2358806992
864	0.2358523219
865	0.2358027951
866	0.2357641762
867	0.2357501765
868	0.2357364285
869	0.235720953
870	0.2357039589
871	0.235688663
872	0.2356646678
873	0.2356323811
874	0.235590879
875	0.2355630763
876	0.2355427559
877	0.2355272049
878	0.2355049851
879	0.2354814766
880	0.2354654404
881	0.2354029922
882	0.2353694399
883	0.2353310143
884	0.2353132644
885	0.2352758965
886	0.2352643471
887	0.2352342152
888	0.2352053606
889	0.2351869307
890	0.2351604915
891	0.235125348
892	0.2351138975
893	0.2351018933
894	0.2350842128
895	0.2350340874
896	0.2350212346
897	0.2350008386
898	0.2349708798
899	0.2349312486
900	0.234915443
901	0.2348847537
902	0.2348513452
903	0.2348236707
904	0.2347912379
905	0.2347735692
906	0.234739885
907	0.2347277805
908	0.2347029689
909	0.2346855195
910	0.2346509857
911	0.2346171338
912	0.2345873633
913	0.2345733008
914	0.2345242152
915	0.2345087394
916	0.2344929154
917	0.2344511
918	0.2344348185
919	0.2344231707
920	0.2344063871
921	0.2343578056
922	0.2343361639
923	0.2343024618
924	0.2342746186
925	0.2342577552
926	0.2342282153
927	0.2341890695
928	0.2341651791
929	0.23412556
930	0.2340927581
931	0.2340773237
932	0.2340206013
933	0.2340017212
934	0.2339794928
935	0.2339395258
936	0.233910231
937	0.2338909438
938	0.2338679783
939	0.2338563847
940	0.2338269943
941	0.2337825684
942	0.2337546835
943	0.2336796342
944	0.2336675831
945	0.233639816
946	0.2336179089
947	0.2335919832
948	0.2335718416
949	0.2335244994
950	0.2335017058
951	0.2334789947
952	0.2334531224
953	0.2334305112
954	0.2333967804
955	0.2333702409
956	0.2333543051
957	0.2333376566
958	0.2333003372
959	0.2332945542
960	0.233284558
961	0.2332216397
962	0.2331976977
963	0.2331532849
964	0.2331339215
965	0.2331221604
966	0.2330622822
967	0.2330461087
968	0.2330373055
969	0.2330212596
970	0.2330022026
971	0.2329955193
972	0.232966723
973	0.2329523947
974	0.2329345712
975	0.2328993841
976	0.2328597311
977	0.2328357931
978	0.2328176485
979	0.2327704511
980	0.2327320718
981	0.2326903645
982	0.2326793388
983	0.232628779
984	0.2325982157
985	0.2325791733
986	0.2325367458
987	0.2325244442
988	0.2324941599
989	0.2324711882
990	0.232446043
991	0.2324329864
992	0.2324042772
993	0.2323670371
994	0.2323369894
995	0.2323202682
996	0.232283269
997	0.2322384777
998	0.2322169294
999	0.232174104
